EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 13-05-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 START  : Begin date YYYYMMDD
 98-105 STOP   : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   START,    STOP,PARID,PARNAME
 4767,910406,BOCHOLT                                 ,DE,+51:49:59,+006:31:59,  21, TG5,20040101,20060301,    -,Synoptical message from GTS
 4768,130308,BAD-CALMBACH WILDBAD                    ,DE,+48:47:08,+008:34:37, 385, TG3,19490101,20010630,   11,National Climate Data Center (DWD)                
 4769,130320,BOCHUM                                  ,DE,+51:28:49,+007:16:14, 101, TG3,19400101,20181031,   11,National Climate Data Center (DWD)                
 4770,130332,NEUBULACH-OBERHAUGSTETT                 ,DE,+48:39:09,+008:40:51, 570, TG3,19950401,20190430,   11,National Climate Data Center (DWD)                
 4771,130344,BAD WILDUNGEN                           ,DE,+51:06:24,+009:06:33, 310, TG3,19470101,20010331,   11,National Climate Data Center (DWD)                
 4772,130356,WILHELMSHAVEN                           ,DE,+53:35:30,+008:06:24,   1, TG3,19530101,19980630,   11,National Climate Data Center (DWD)                
 4772,131124,WANGERLAND-HOOKSIEL                     ,DE,+53:38:30,+008:04:58,   8, TG3,19990201,20190430,   11,National Climate Data Center (DWD)                
 4774,129768,WAIBLINGEN                              ,DE,+48:49:44,+009:19:26, 224, TG3,19780101,19911231,   11,National Climate Data Center (DWD)                
 4774,130380,REMS-MURR-KREIS WINTERBACH              ,DE,+48:48:15,+009:28:14, 240, TG3,19940801,20020331,   11,National Climate Data Center (DWD)                
 4775,124488,KIRCHDORF/POEL                          ,DE,+54:00:03,+011:26:09,  12, TG3,19550801,20190430,   11,National Climate Data Center (DWD)                
 4775,130392,WISMAR                                  ,DE,+53:53:40,+011:25:31,  25, TG3,19470101,19501231,   11,National Climate Data Center (DWD)                
 4776,130404,WITTENBERG                              ,DE,+51:53:25,+012:38:47, 105, TG3,19470101,20190430,   11,National Climate Data Center (DWD)                
 4777,121944,ESENS                                   ,DE,+53:38:57,+007:36:33,   3, TG3,19790901,19991031,   11,National Climate Data Center (DWD)                
 4777,130416,WITTMUNDHAFEN                           ,DE,+53:33:00,+007:40:00,   8, TG3,20001219,20181215,   11,National Climate Data Center (DWD)                
 4777,910126,WITTMUNDHAVEN                           ,DE,+53:33:00,+007:40:00,  12, TG5,19940912,20190430,    -,Synoptical message from GTS
 4779,130440,WITTSTOCK-ROTE MUHLE                    ,DE,+53:11:15,+012:29:47,  66, TG3,19940301,20190430,   11,National Climate Data Center (DWD)                
 4780,130452,WITZENHAUSEN                            ,DE,+51:21:02,+009:50:42, 133, TG3,19480101,19990831,   11,National Climate Data Center (DWD)                
 4781,130464,WORNITZ-BOTTENWEILER                    ,DE,+49:13:08,+010:13:50, 464, TG3,19480701,20071231,   11,National Climate Data Center (DWD)                
 4781,132072,FEUCHTWANGEN-HEILBRONN                  ,DE,+49:09:47,+010:22:01, 475, TG3,20071101,20190430,   11,National Climate Data Center (DWD)                
 4782,130476,WOLDEGK                                 ,DE,+53:27:47,+013:36:42, 118, TG3,19790101,19901231,   11,National Climate Data Center (DWD)                
 4783,130488,WOLFACH                                 ,DE,+48:17:45,+008:14:24, 291, TG3,19580101,20190430,   11,National Climate Data Center (DWD)                
 4784,130500,WOLFSBURG                               ,DE,+52:26:33,+010:45:36,  56, TG3,19610101,19810331,   11,National Climate Data Center (DWD)                
 4785,130512,WOLFSBURG (SUDWEST)                     ,DE,+52:23:51,+010:41:27,  82, TG3,19810401,20190430,   11,National Climate Data Center (DWD)                
 4786,130524,WOLFSTEIN/PFALZ                         ,DE,+49:34:55,+007:37:27, 200, TG3,19810901,19981231,   11,National Climate Data Center (DWD)                
 4787,130536,WORMS                                   ,DE,+49:36:20,+008:22:00,  88, TG3,19360101,20190430,   11,National Climate Data Center (DWD)                
 4788,129276,THUNGERSHEIM                            ,DE,+49:52:55,+009:50:47, 185, TG3,19860501,20031231,   11,National Climate Data Center (DWD)                
 4788,130548,WURZBURG (KLARWERK)                     ,DE,+49:47:51,+009:53:45, 170, TG3,19510101,19860131,   11,National Climate Data Center (DWD)                
 4788,130560,WURZBURG (PHYSIKALISCHES-INSTITUT)      ,DE,+49:48:02,+009:55:45, 175, TG3,19010101,19530131,   11,National Climate Data Center (DWD)                
 4789,129276,THUNGERSHEIM                            ,DE,+49:52:55,+009:50:47, 185, TG3,19860501,20031231,   11,National Climate Data Center (DWD)                
 4789,130548,WURZBURG (KLARWERK)                     ,DE,+49:47:51,+009:53:45, 170, TG3,19510101,19860131,   11,National Climate Data Center (DWD)                
 4789,130560,WURZBURG (PHYSIKALISCHES-INSTITUT)      ,DE,+49:48:02,+009:55:45, 175, TG3,19010101,19530131,   11,National Climate Data Center (DWD)                
 4790,130572,WUNSTORF                                ,DE,+52:27:29,+009:25:41,  57, TG3,20010303,20170214,   11,National Climate Data Center (DWD)                
 4790,910334,WUNSTORF                                ,DE,+52:28:00,+009:25:59,  51, TG5,19930616,20190430,    -,Synoptical message from GTS
 4791,128904,SOLINGEN-HOHENSCHEID                    ,DE,+51:08:27,+007:05:39, 154, TG3,19360101,20021231,   11,National Climate Data Center (DWD)                
 4791,130584,WUPPERTAL-BUCHENHOFEN                   ,DE,+51:13:33,+007:06:21, 130, TG3,19370101,20190430,   11,National Climate Data Center (DWD)                
 4792,130596,REMSCHEID                               ,DE,+51:12:23,+007:12:02, 235, TG3,20041001,20091209,   11,National Climate Data Center (DWD)                
 4793,102238,NEURUPPIN                               ,DE,+52:54:19,+012:48:30,  38, TG3,19610101,20190407,   11,National Climate Data Center (DWD)                
 4793,130608,WUSTRAU-ZIETHENHORST                    ,DE,+52:48:19,+012:52:23,  35, TG3,19520401,19811231,   11,National Climate Data Center (DWD)                
 4793,910270,NEURUPPIN                               ,DE,+52:54:00,+012:49:00,  45, TG5,19911205,20190408,    -,Synoptical message from GTS
 4794,130620,WUTOSCHINGEN-OFTERINGEN                 ,DE,+47:40:44,+008:22:50, 398, TG3,19610101,20190430,   11,National Climate Data Center (DWD)                
 4795,130632,WRIXUM/FOHR                             ,DE,+54:41:39,+008:31:41,   8, TG3,18870701,20030630,   11,National Climate Data Center (DWD)                
 4796,130644,ZEHDENICK                               ,DE,+52:58:05,+013:19:41,  51, TG3,19480701,20190430,   11,National Climate Data Center (DWD)                
 4797,130656,ZEITZ                                   ,DE,+51:03:14,+012:08:39, 170, TG3,19520901,20190426,   11,National Climate Data Center (DWD)                
 4798,130668,ZERBST                                  ,DE,+51:57:56,+012:06:03,  69, TG3,19031110,19801231,   11,National Climate Data Center (DWD)                
 4799,126864,NUFRINGEN                               ,DE,+48:37:18,+008:53:49, 457, TG3,19480501,19541231,   11,National Climate Data Center (DWD)                
 4799,130680,BOBLINGEN                               ,DE,+48:40:36,+008:58:27, 445, TG3,19870801,20031231,   11,National Climate Data Center (DWD)                
 4800,130692,ZINNOWITZ                               ,DE,+54:04:54,+013:54:02,   2, TG3,19910101,20040731,   11,National Climate Data Center (DWD)                
 4800,131472,KARLSHAGEN                              ,DE,+54:06:23,+013:49:33,   1, TG3,20040801,20190430,   11,National Climate Data Center (DWD)                
 4801,130704,ZINNWALD-GEORGENFELD                    ,DE,+50:43:58,+013:45:11, 877, TG3,19710101,20190430,   11,National Climate Data Center (DWD)                
 4802,121584,EICHSTATT-LANDERSHOFEN                  ,DE,+48:52:44,+011:14:09, 384, TG3,19550101,20190430,   11,National Climate Data Center (DWD)                
 4802,130716,BOHMING                                 ,DE,+48:56:45,+011:22:05, 379, TG3,19510301,19661231,   11,National Climate Data Center (DWD)                
 4803,130728,LICHTENTANNE                            ,DE,+50:41:21,+012:26:03, 353, TG3,19950101,20190430,   11,National Climate Data Center (DWD)                
 4804,130740,ZWIESEL                                 ,DE,+49:01:45,+013:14:25, 615, TG3,19980101,20190430,   11,National Climate Data Center (DWD)                
 4804,130752,ZWIESELBERG                             ,DE,+49:00:06,+013:12:55, 615, TG3,19480101,20030930,   11,National Climate Data Center (DWD)                
 4804,910796,ZWIESEL                                 ,DE,+49:01:59,+013:13:59, 616, TG5,20040101,20190430,    -,Synoptical message from GTS
 4805,130740,ZWIESEL                                 ,DE,+49:01:45,+013:14:25, 615, TG3,19980101,20190430,   11,National Climate Data Center (DWD)                
 4805,130752,ZWIESELBERG                             ,DE,+49:00:06,+013:12:55, 615, TG3,19480101,20030930,   11,National Climate Data Center (DWD)                
 4805,910796,ZWIESEL                                 ,DE,+49:01:59,+013:13:59, 616, TG5,20040101,20190430,    -,Synoptical message from GTS
 4806,130764,BASSUM (A)                              ,DE,+52:50:58,+008:43:12,  36, TG3,19610101,19761231,   11,National Climate Data Center (DWD)                
 4808,130788,BERGE                                   ,DE,+52:37:14,+012:47:20,  40, TG3,19530701,20190430,   11,National Climate Data Center (DWD)                
 4809,130800,DANNENBERG                              ,DE,+53:06:07,+011:02:48,  50, TG3,19460101,19541130,   11,National Climate Data Center (DWD)                
 4810,121500,EBERSBACH/FILS                          ,DE,+48:43:15,+009:32:02, 300, TG3,19871101,20021231,   11,National Climate Data Center (DWD)                
 4810,126852,NURTINGEN                               ,DE,+48:37:59,+009:19:37, 280, TG3,19550101,19910331,   11,National Climate Data Center (DWD)                
 4810,130812,KIRCHHEIM/TECK-OTLINGEN                 ,DE,+48:39:33,+009:25:17, 289, TG3,19510101,19770531,   11,National Climate Data Center (DWD)                
 4811,130824,BOFFZEN                                 ,DE,+51:45:11,+009:23:47, 105, TG3,19920501,19960731,   11,National Climate Data Center (DWD)                
 4812,130836,BAD KOHLGRUB (A)                        ,DE,+47:40:42,+011:02:54, 850, TG3,19510101,19910731,   11,National Climate Data Center (DWD)                
 4813,124092,HUELL                                   ,DE,+48:36:10,+011:40:41, 438, TG3,19360101,19780430,   11,National Climate Data Center (DWD)                
 4813,130848,MAINBURG                                ,DE,+48:39:01,+011:46:42, 431, TG3,19780501,20050131,   11,National Climate Data Center (DWD)                
 4813,131784,ELSENDORF-HORNECK                       ,DE,+48:42:11,+011:51:02, 425, TG3,20050201,20190430,   11,National Climate Data Center (DWD)                
 4814,130860,MELSUNGEN-BURSTOSS                      ,DE,+51:07:59,+009:31:12, 254, TG3,19500101,20031231,   11,National Climate Data Center (DWD)                
 4815,130872,BOIZENBURG                              ,DE,+53:23:35,+010:41:21,  45, TG3,19470101,20190430,   11,National Climate Data Center (DWD)                
 4816,130884,NEUWIED                                 ,DE,+50:26:58,+007:25:41,  91, TG3,19500101,19970731,   11,National Climate Data Center (DWD)                
 4817,130896,BOKEL                                   ,DE,+53:51:54,+009:44:08,  10, TG3,19460101,19621231,   11,National Climate Data Center (DWD)                
 4817,131604,BRANDE-HORNERKIRCHEN                    ,DE,+53:51:24,+009:42:59,   9, TG3,19630501,20061231,   11,National Climate Data Center (DWD)                
 4818,123120,ARNIS                                   ,DE,+54:37:50,+009:55:50,   3, TG3,19460101,19571231,   11,National Climate Data Center (DWD)                
 4818,130908,SCHONHAGEN (OSTSEEBAD)                  ,DE,+54:38:27,+010:01:28,   2, TG3,19980103,20190430,   11,National Climate Data Center (DWD)                
 4818,910042,SCHONHAGEN                              ,DE,+54:37:59,+010:01:00,   3, TG5,20040101,20190430,    -,Synoptical message from GTS
 4819,130920,REIT IM WINKL                           ,DE,+47:40:33,+012:28:15, 685, TG3,19450101,20190430,   11,National Climate Data Center (DWD)                
 4820,130932,BOLTENHAGEN                             ,DE,+54:00:15,+011:11:31,  15, TG3,19470101,20190430,   11,National Climate Data Center (DWD)                
 4821,123168,KR. OSTALB GSCHWEND                     ,DE,+48:56:11,+009:44:15, 492, TG3,19510101,20021231,   11,National Climate Data Center (DWD)                
 4821,124332,KAISERSBACH-CRONHUTTE                   ,DE,+48:55:05,+009:41:17, 489, TG3,20110501,20190430,   11,National Climate Data Center (DWD)                
 4821,130944,WELZHEIM (A)                            ,DE,+48:52:46,+009:38:07, 510, TG3,19510101,19630228,   11,National Climate Data Center (DWD)                
 4822,130956,BONN                                    ,DE,+50:43:46,+007:05:04,  62, TG3,19490101,19570831,   11,National Climate Data Center (DWD)                
 4822,130968,BONN-FRIESDORF                          ,DE,+50:42:24,+007:08:51,  62, TG3,19321001,19990301,   11,National Climate Data Center (DWD)                
 4823,130968,BONN-FRIESDORF                          ,DE,+50:42:24,+007:08:51,  62, TG3,19321001,19990301,   11,National Climate Data Center (DWD)                
 4825,130992,BONN-ROLEBER                            ,DE,+50:44:11,+007:11:38, 159, TG3,20000703,20190430,   11,National Climate Data Center (DWD)                
 4825,910519,BONN-ROLEBER                            ,DE,+50:43:59,+007:12:00, 162, TG5,19990304,20190430,    -,Synoptical message from GTS
 4826,125916,MEMMINGEN                               ,DE,+47:58:59,+010:08:21, 615, TG3,19610101,20190430,   11,National Climate Data Center (DWD)                
 4826,131004,BOOS                                    ,DE,+48:04:28,+010:12:05, 592, TG3,19500101,19540731,   11,National Climate Data Center (DWD)                
 4827,131016,MELCHOW-SCHONHOLZ                       ,DE,+52:46:48,+013:45:38,  71, TG3,19971101,20000630,   11,National Climate Data Center (DWD)                
 4827,132132,HECKELBERG                              ,DE,+52:44:45,+013:50:31,  82, TG3,20061201,20190430,   11,National Climate Data Center (DWD)                
 4828,131028,WENDISCH EVERN                          ,DE,+53:12:55,+010:28:18,  62, TG3,19980201,20190430,   11,National Climate Data Center (DWD)                
 4829,131040,TAUBENHEIM-SEELIGSTADT                  ,DE,+51:05:06,+013:27:01, 273, TG3,19980501,19990930,   11,National Climate Data Center (DWD)                
 4830,127716,RENDSBURG                               ,DE,+54:17:21,+009:40:33,   8, TG3,19731001,19980228,   11,National Climate Data Center (DWD)                
 4830,131052,OSTENFELD (RENDSBURG)                   ,DE,+54:19:15,+009:48:21,  14, TG3,19980601,20190430,   11,National Climate Data Center (DWD)                
 4831,131064,GRAMBOW-SCHWENNENZ                      ,DE,+53:23:08,+014:22:27,  50, TG3,19981001,20190430,   11,National Climate Data Center (DWD)                
 4832,122880,ANKLAM                                  ,DE,+53:50:35,+013:41:08,   9, TG3,20040901,20190430,   11,National Climate Data Center (DWD)                
 4832,131076,MEDOW-WUSSENTIN                         ,DE,+53:51:20,+013:29:48,  11, TG3,19980901,20040831,   11,National Climate Data Center (DWD)                
 4833,131088,STRALSUND-DEVIN                         ,DE,+54:16:06,+013:08:40,   2, TG3,19981001,20000131,   11,National Climate Data Center (DWD)                
 4833,131256,STEINHAGEN-NEGAST                       ,DE,+54:15:01,+013:02:35,  16, TG3,20000801,20190430,   11,National Climate Data Center (DWD)                
 4834,131100,SOHLAND/SPREE                           ,DE,+51:03:38,+014:25:41, 290, TG3,19990501,20190430,   11,National Climate Data Center (DWD)                
 4835,131112,BORGENTREICH-BUHNE                      ,DE,+51:34:19,+009:18:47, 240, TG3,19510101,20071231,   11,National Climate Data Center (DWD)                
 4836,130356,WILHELMSHAVEN                           ,DE,+53:35:30,+008:06:24,   1, TG3,19530101,19980630,   11,National Climate Data Center (DWD)                
 4836,131124,WANGERLAND-HOOKSIEL                     ,DE,+53:38:30,+008:04:58,   8, TG3,19990201,20190430,   11,National Climate Data Center (DWD)                
 4837,131136,WEIDENBACH-WEIHERSCHNEIDBACH            ,DE,+49:13:32,+010:36:34, 455, TG3,19990701,20190430,   11,National Climate Data Center (DWD)                
 4838,125064,LATHEN                                  ,DE,+52:50:49,+007:20:58,  15, TG3,19470101,19501231,   11,National Climate Data Center (DWD)                
 4838,131148,DORPEN                                  ,DE,+52:57:19,+007:19:09,   8, TG3,19590301,20190430,   11,National Climate Data Center (DWD)                
 4839,127368,PLON (SEE)                              ,DE,+54:09:38,+010:24:11,  24, TG3,19500101,19970131,   11,National Climate Data Center (DWD)                
 4839,131160,DORNICK                                 ,DE,+54:10:00,+010:21:14,  26, TG3,19991006,20190430,   11,National Climate Data Center (DWD)                
 4839,910150,DOERNICK                                ,DE,+54:10:00,+010:21:00,  28, TG5,19991020,20190430,    -,Synoptical message from GTS
 4840,130152,WELLMITZ                                ,DE,+52:04:00,+014:41:30,  58, TG3,19941201,20000131,   11,National Climate Data Center (DWD)                
 4840,131172,COSCHEN                                 ,DE,+52:01:14,+014:43:37,  40, TG3,20000201,20190430,   11,National Climate Data Center (DWD)                
 4841,131184,BORKEN IN WESTFALEN                     ,DE,+51:52:27,+006:53:12,  48, TG3,20040601,20190430,   11,National Climate Data Center (DWD)                
 4842,125688,MALLERSDORF/NIEDERBAYERN                ,DE,+48:46:41,+012:15:16, 410, TG3,19530101,20190430,   11,National Climate Data Center (DWD)                
 4842,131196,MALLERSDORF-PFAFFENBERG                 ,DE,+48:46:36,+012:10:32, 404, TG3,20000401,20120326,   11,National Climate Data Center (DWD)                
 4844,131220,NASTATTEN                               ,DE,+50:12:00,+007:51:56, 268, TG3,20000401,20190430,   11,National Climate Data Center (DWD)                
 4845,128532,SELB/OBERFRANKEN-LAUTERBACH             ,DE,+50:12:20,+012:08:42, 609, TG3,20070701,20190430,   11,National Climate Data Center (DWD)                
 4845,128784,SELB/OBERFRANKEN-WILDENAU               ,DE,+50:11:53,+012:10:27, 611, TG3,19410101,20000630,   11,National Climate Data Center (DWD)                
 4845,131232,SELB-SPIELBERG                          ,DE,+50:09:34,+012:02:25, 610, TG3,20000901,20011130,   11,National Climate Data Center (DWD)                
 4846,131244,LUGDE-PAENBRUCH                         ,DE,+51:52:04,+009:16:19, 258, TG3,20001012,20190430,   11,National Climate Data Center (DWD)                
 4846,910433,LUEGDE-PAENBRUCH                        ,DE,+51:52:00,+009:16:00, 260, TG5,20001024,20190430,    -,Synoptical message from GTS
 4847,131088,STRALSUND-DEVIN                         ,DE,+54:16:06,+013:08:40,   2, TG3,19981001,20000131,   11,National Climate Data Center (DWD)                
 4847,131256,STEINHAGEN-NEGAST                       ,DE,+54:15:01,+013:02:35,  16, TG3,20000801,20190430,   11,National Climate Data Center (DWD)                
 4848,131268,BORKUM-SUDERSTRASSE                     ,DE,+53:34:49,+006:40:22,  12, TG3,19470101,20060228,   11,National Climate Data Center (DWD)                
 4848,132108,BORKUM-FLUGPLATZ                        ,DE,+53:36:00,+006:42:11,   3, TG3,20060301,20190430,   11,National Climate Data Center (DWD)                
 4849,102390,STRAUBING                               ,DE,+48:49:42,+012:33:37, 351, TG3,19510101,20190430,   11,National Climate Data Center (DWD)                
 4849,131280,AITERHOFEN                              ,DE,+48:50:43,+012:37:06, 339, TG3,19750701,19780831,   11,National Climate Data Center (DWD)                
 4849,910788,STRAUBING                               ,DE,+48:49:59,+012:34:00, 356, TG5,19930616,20190430,    -,Synoptical message from GTS
 4850,128100,SAARBRUCKEN-SANKT JOHANN                ,DE,+49:13:27,+007:01:03, 193, TG3,19480101,20010331,   11,National Climate Data Center (DWD)                
 4850,131292,SAARBRUCKEN-BURBACH                     ,DE,+49:14:30,+006:56:06, 190, TG3,20010401,20190331,   11,National Climate Data Center (DWD)                
 4851,121584,EICHSTATT-LANDERSHOFEN                  ,DE,+48:52:44,+011:14:09, 384, TG3,19550101,20190430,   11,National Climate Data Center (DWD)                
 4851,131304,DOLLNSTEIN-BREITENFURT                  ,DE,+48:52:40,+011:06:20, 394, TG3,20010701,20011031,   11,National Climate Data Center (DWD)                
 4852,131316,FRIEDRICHSHAFEN-UNTERRADERACH           ,DE,+47:41:07,+009:26:30, 459, TG3,20030101,20190430,   11,National Climate Data Center (DWD)                
 4853,131328,GROSSERLACH-MANNENWEILER                ,DE,+49:01:18,+009:36:15, 523, TG3,20040601,20190430,   11,National Climate Data Center (DWD)                
 4854,131340,INGELFINGEN-STACHENHAUSEN               ,DE,+49:20:00,+009:42:18, 385, TG3,20021201,20190430,   11,National Climate Data Center (DWD)                
 4855,128604,SCHWABISCH GMUND-STRASSDORF             ,DE,+48:46:40,+009:48:12, 415, TG3,19510101,20021031,   11,National Climate Data Center (DWD)                
 4855,131352,SCHWABISCH GMUND-WEILER                 ,DE,+48:46:14,+009:52:30, 413, TG3,20021101,20190430,   11,National Climate Data Center (DWD)                
 4856,131364,SINGEN                                  ,DE,+47:46:28,+008:49:22, 445, TG3,20040701,20190430,   11,National Climate Data Center (DWD)                
 4857,131376,BRILON-THULEN                           ,DE,+51:24:56,+008:39:02, 457, TG3,20040601,20190430,   11,National Climate Data Center (DWD)                
 4857,131856,BRILON                                  ,DE,+51:24:12,+008:33:42, 472, TG3,19370101,20040630,   11,National Climate Data Center (DWD)                
 4858,131388,WUSTERWITZ                              ,DE,+52:21:45,+012:23:18,  36, TG3,20040501,20190430,   11,National Climate Data Center (DWD)                
 4859,131400,PABSTORF                                ,DE,+52:01:54,+010:57:50, 112, TG3,20040901,20190430,   11,National Climate Data Center (DWD)                
 4860,131412,MOORGRUND GRAFEN-NITZENDORF             ,DE,+50:50:36,+010:15:10, 283, TG3,20041001,20190430,   11,National Climate Data Center (DWD)                
 4861,129156,TANGERMUNDE                             ,DE,+52:32:45,+011:58:26,  45, TG3,19930101,20020430,   11,National Climate Data Center (DWD)                
 4861,131424,DEMKER                                  ,DE,+52:30:30,+011:51:23,  36, TG3,20040601,20190430,   11,National Climate Data Center (DWD)                
 4862,131436,NOTZINGEN                               ,DE,+48:40:18,+009:27:48, 325, TG3,20040701,20190430,   11,National Climate Data Center (DWD)                
 4863,131448,PILSACH-LITZLOHE                        ,DE,+49:21:15,+011:30:24, 550, TG3,20021001,20061231,   11,National Climate Data Center (DWD)                
 4864,131460,MUHLHAUSEN-GORMAR                       ,DE,+51:12:28,+010:29:45, 190, TG3,20041201,20190430,   11,National Climate Data Center (DWD)                
 4865,130692,ZINNOWITZ                               ,DE,+54:04:54,+013:54:02,   2, TG3,19910101,20040731,   11,National Climate Data Center (DWD)                
 4865,131472,KARLSHAGEN                              ,DE,+54:06:23,+013:49:33,   1, TG3,20040801,20190430,   11,National Climate Data Center (DWD)                
 4866,131484,MARKT ERLBACH-MOSBACH                   ,DE,+49:31:57,+010:38:35, 362, TG3,20041101,20190430,   11,National Climate Data Center (DWD)                
 4866,131628,HAGENBUCHACH                            ,DE,+49:32:11,+010:46:18, 384, TG3,19490101,19580727,   11,National Climate Data Center (DWD)                
 4867,131496,NOSSEN                                  ,DE,+51:03:06,+013:18:09, 308, TG3,19490201,20190430,   11,National Climate Data Center (DWD)                
 4868,131508,LOHR/MAIN-HALSBACH                      ,DE,+50:00:51,+009:39:18, 285, TG3,20051101,20190430,   11,National Climate Data Center (DWD)                
 4869,125616,LUDINGHAUSEN                            ,DE,+51:46:14,+007:24:48,  58, TG3,19500101,19950930,   11,National Climate Data Center (DWD)                
 4869,131520,LUDINGHAUSEN-BROCHTRUP                  ,DE,+51:46:05,+007:31:13,  59, TG3,20040801,20190430,   11,National Climate Data Center (DWD)                
 4870,125364,LIMBURG/LAHN-OFFHEIM                    ,DE,+50:24:46,+008:03:41, 185, TG3,19490101,19990630,   11,National Climate Data Center (DWD)                
 4870,129996,WEILBURG (KLARANLAGE)                   ,DE,+50:28:27,+008:15:34, 150, TG3,19470101,19930630,   11,National Climate Data Center (DWD)                
 4870,131532,RUNKEL-ENNERICH                         ,DE,+50:23:44,+008:08:39, 168, TG3,20041201,20190430,   11,National Climate Data Center (DWD)                
 4871,125676,MAISACH-GERNLINDEN                      ,DE,+48:13:03,+011:17:52, 509, TG3,19831101,20041231,   11,National Climate Data Center (DWD)                
 4871,127452,PUCH                                    ,DE,+48:11:18,+011:13:18, 550, TG3,19510101,19830831,   11,National Climate Data Center (DWD)                
 4871,131544,MAISACH-GALGEN                          ,DE,+48:12:29,+011:12:16, 530, TG3,20050201,20190430,   11,National Climate Data Center (DWD)                
 4872,131556,SCHONUNGEN-MAINBERG                     ,DE,+50:03:32,+010:17:54, 304, TG3,20050301,20190430,   11,National Climate Data Center (DWD)                
 4873,121692,ELSFLETH                                ,DE,+53:14:09,+008:27:43,   1, TG3,19490101,19651231,   11,National Climate Data Center (DWD)                
 4873,131568,BRAKE                                   ,DE,+53:19:03,+008:28:48,   1, TG3,19660101,19931031,   11,National Climate Data Center (DWD)                
 4873,131580,BRAKE-SUDERFELD                         ,DE,+53:17:51,+008:27:14,   0, TG3,19931101,19941231,   11,National Climate Data Center (DWD)                
 4874,121692,ELSFLETH                                ,DE,+53:14:09,+008:27:43,   1, TG3,19490101,19651231,   11,National Climate Data Center (DWD)                
 4874,131568,BRAKE                                   ,DE,+53:19:03,+008:28:48,   1, TG3,19660101,19931031,   11,National Climate Data Center (DWD)                
 4874,131580,BRAKE-SUDERFELD                         ,DE,+53:17:51,+008:27:14,   0, TG3,19931101,19941231,   11,National Climate Data Center (DWD)                
 4875,131592,BRAMSCHE                                ,DE,+52:24:18,+007:58:23,  58, TG3,19470101,19520131,   11,National Climate Data Center (DWD)                
 4875,132432,ALFHAUSEN                               ,DE,+52:29:11,+007:54:46,  65, TG3,19610101,20190430,   11,National Climate Data Center (DWD)                
 4876,130896,BOKEL                                   ,DE,+53:51:54,+009:44:08,  10, TG3,19460101,19621231,   11,National Climate Data Center (DWD)                
 4876,131604,BRANDE-HORNERKIRCHEN                    ,DE,+53:51:24,+009:42:59,   9, TG3,19630501,20061231,   11,National Climate Data Center (DWD)                
 4877,131616,BRANDENBURG-GORDEN                      ,DE,+52:24:54,+012:33:06,  35, TG3,19480701,20010430,   11,National Climate Data Center (DWD)                
 4878,131484,MARKT ERLBACH-MOSBACH                   ,DE,+49:31:57,+010:38:35, 362, TG3,20041101,20190430,   11,National Climate Data Center (DWD)                
 4878,131628,HAGENBUCHACH                            ,DE,+49:32:11,+010:46:18, 384, TG3,19490101,19580727,   11,National Climate Data Center (DWD)                
 4879,128352,SCHIERKE                                ,DE,+51:46:00,+010:39:18, 609, TG3,19470101,20190430,   11,National Climate Data Center (DWD)                
 4879,131640,BRAUNLAGE                               ,DE,+51:43:30,+010:36:14, 607, TG3,19310101,20190430,   11,National Climate Data Center (DWD)                
 4880,131652,BRAUNSCHWEIG-GLIESMARODE                ,DE,+52:16:32,+010:34:00,  83, TG3,19480101,19601231,   11,National Climate Data Center (DWD)                
 4880,131664,BRAUNSCHWEIG (T.H.)                     ,DE,+52:16:19,+010:32:04,  75, TG3,18910101,19531231,   11,National Climate Data Center (DWD)                
 4880,131676,BRAUNSCHWEIG                            ,DE,+52:17:25,+010:26:54,  81, TG3,19610101,20190430,   11,National Climate Data Center (DWD)                
 4881,131652,BRAUNSCHWEIG-GLIESMARODE                ,DE,+52:16:32,+010:34:00,  83, TG3,19480101,19601231,   11,National Climate Data Center (DWD)                
 4881,131664,BRAUNSCHWEIG (T.H.)                     ,DE,+52:16:19,+010:32:04,  75, TG3,18910101,19531231,   11,National Climate Data Center (DWD)                
 4881,131676,BRAUNSCHWEIG                            ,DE,+52:17:25,+010:26:54,  81, TG3,19610101,20190430,   11,National Climate Data Center (DWD)                
